node	r(thre.)	deg_hist	deg_dist
18	0.170000	0	0.
19	0.170000	0	0.
20	0.170000	0	0.
21	0.170000	0	0.
22	0.170000	0	0.
23	0.170000	0	0.
24	0.170000	0	0.
25	0.170000	0	0.
26	0.170000	1	0.015625
27	0.170000	0	0.
28	0.170000	0	0.
29	0.170000	0	0.
30	0.170000	0	0.
31	0.170000	0	0.
32	0.170000	1	0.015625
33	0.170000	0	0.
34	0.170000	0	0.
35	0.170000	2	0.031250
36	0.170000	2	0.031250
37	0.170000	0	0.
38	0.170000	2	0.031250
39	0.170000	0	0.
40	0.170000	1	0.015625
41	0.170000	2	0.031250
42	0.170000	2	0.031250
43	0.170000	1	0.015625
44	0.170000	1	0.015625
45	0.170000	1	0.015625
46	0.170000	3	0.046875
47	0.170000	4	0.062500
48	0.170000	2	0.031250
49	0.170000	1	0.015625
50	0.170000	1	0.015625
51	0.170000	2	0.031250
52	0.170000	2	0.031250
53	0.170000	2	0.031250
54	0.170000	4	0.062500
55	0.170000	1	0.015625
56	0.170000	4	0.062500
57	0.170000	5	0.078125
58	0.170000	1	0.015625
59	0.170000	3	0.046875
60	0.170000	3	0.046875
61	0.170000	4	0.062500
62	0.170000	2	0.031250
63	0.170000	4	0.062500
64	0.170000	0	0.

0	0.180000	0	0.
1	0.180000	0	0.
2	0.180000	0	0.
3	0.180000	0	0.
4	0.180000	0	0.
5	0.180000	0	0.
6	0.180000	0	0.
7	0.180000	0	0.
8	0.180000	0	0.
9	0.180000	0	0.
10	0.180000	0	0.
11	0.180000	0	0.
12	0.180000	0	0.
13	0.180000	0	0.
14	0.180000	0	0.
15	0.180000	0	0.
16	0.180000	0	0.
17	0.180000	0	0.
18	0.180000	0	0.
19	0.180000	0	0.
20	0.180000	0	0.
21	0.180000	0	0.
22	0.180000	1	0.015625
23	0.180000	0	0.
24	0.180000	0	0.
25	0.180000	0	0.
26	0.180000	0	0.
27	0.180000	1	0.015625
28	0.180000	0	0.
29	0.180000	1	0.015625
30	0.180000	1	0.015625
31	0.180000	0	0.
32	0.180000	1	0.015625
33	0.180000	2	0.031250
34	0.180000	0	0.
35	0.180000	1	0.015625
36	0.180000	1	0.015625
37	0.180000	1	0.015625
38	0.180000	0	0.
39	0.180000	1	0.015625
40	0.180000	1	0.015625
41	0.180000	2	0.031250
42	0.180000	2	0.031250
43	0.180000	2	0.031250
44	0.180000	2	0.031250
45	0.180000	2	0.031250
46	0.180000	2	0.031250
47	0.180000	1	0.015625
48	0.180000	1	0.015625
49	0.180000	2	0.031250
50	0.180000	3	0.046875
51	0.180000	0	0.
52	0.180000	3	0.046875
53	0.180000	4	0.062500
54	0.180000	2	0.031250
55	0.180000	4	0.062500
56	0.180000	3	0.046875
57	0.180000	3	0.046875
58	0.180000	2	0.031250
59	0.180000	4	0.062500
60	0.180000	2	0.031250
61	0.180000	0	0.
62	0.180000	3	0.046875
63	0.180000	3	0.046875
64	0.180000	0	0.

0	0.190000	0	0.
1	0.190000	0	0.
2	0.190000	0	0.
3	0.190000	0	0.
4	0.190000	0	0.
5	0.190000	0	0.
6	0.190000	0	0.
7	0.190000	0	0.
8	0.190000	0	0.
9	0.190000	0	0.
10	0.190000	0	0.
11	0.190000	0	0.
12	0.190000	0	0.
13	0.190000	0	0.
14	0.190000	0	0.
15	0.190000	0	0.
16	0.190000	0	0.
17	0.190000	0	0.
18	0.190000	0	0.
19	0.190000	0	0.
20	0.190000	0	0.
21	0.190000	1	0.015625
22	0.190000	0	0.
23	0.190000	0	0.
24	0.190000	0	0.
25	0.190000	1	0.015625
26	0.190000	0	0.
27	0.190000	1	0.015625
28	0.190000	0	0.
29	0.190000	2	0.031250
30	0.190000	1	0.015625
31	0.190000	2	0.031250
32	0.190000	0	0.
33	0.190000	1	0.015625
34	0.190000	0	0.
35	0.190000	2	0.031250
36	0.190000	0	0.
37	0.190000	0	0.
38	0.190000	1	0.015625
39	0.190000	2	0.031250
40	0.190000	1	0.015625
41	0.190000	3	0.046875
42	0.190000	2	0.031250
43	0.190000	2	0.031250
44	0.190000	2	0.031250
45	0.190000	2	0.031250
46	0.190000	1	0.015625
47	0.190000	2	0.031250
48	0.190000	2	0.031250
49	0.190000	1	0.015625
50	0.190000	2	0.031250
51	0.190000	2	0.031250
52	0.190000	2	0.031250
53	0.190000	4	0.062500
54	0.190000	4	0.062500
55	0.190000	1	0.015625
56	0.190000	4	0.062500
57	0.190000	1	0.015625
58	0.190000	4	0.062500
59	0.190000	2	0.031250
60	0.190000	0	0.
61	0.190000	2	0.031250
62	0.190000	2	0.031250
63	0.190000	2	0.031250
64	0.190000	0	0.

0	0.200000	0	0.
1	0.200000	0	0.
2	0.200000	0	0.
3	0.200000	0	0.
4	0.200000	0	0.
5	0.200000	0	0.
6	0.200000	0	0.
7	0.200000	0	0.
8	0.200000	0	0.
9	0.200000	0	0.
10	0.200000	0	0.
11	0.200000	0	0.
12	0.200000	0	0.
13	0.200000	0	0.
14	0.200000	0	0.
15	0.200000	0	0.
16	0.200000	0	0.
17	0.200000	1	0.015625
18	0.200000	0	0.
19	0.200000	0	0.
20	0.200000	0	0.
21	0.200000	0	0.
22	0.200000	1	0.015625
23	0.200000	0	0.
24	0.200000	1	0.015625
25	0.200000	1	0.015625
26	0.200000	2	0.031250
27	0.200000	0	0.
28	0.200000	0	0.
29	0.200000	2	0.031250
30	0.200000	1	0.015625
31	0.200000	1	0.015625
32	0.200000	1	0.015625
33	0.200000	1	0.015625
34	0.200000	0	0.
35	0.200000	0	0.
36	0.200000	2	0.031250
37	0.200000	0	0.
38	0.200000	2	0.031250
39	0.200000	1	0.015625
40	0.200000	2	0.031250
41	0.200000	1	0.015625
42	0.200000	4	0.062500
43	0.200000	2	0.031250
44	0.200000	1	0.015625
45	0.200000	2	0.031250
46	0.200000	1	0.015625
47	0.200000	3	0.046875
48	0.200000	1	0.015625
49	0.200000	2	0.031250
50	0.200000	3	0.046875
51	0.200000	0	0.
52	0.200000	4	0.062500
53	0.200000	3	0.046875
54	0.200000	5	0.078125
55	0.200000	2	0.031250
56	0.200000	3	0.046875
57	0.200000	2	0.031250
58	0.200000	0	0.
59	0.200000	2	0.031250
60	0.200000	0	0.
61	0.200000	1	0.015625
62	0.200000	2	0.031250
63	0.200000	1	0.015625
64	0.200000	0	0.

0	0.210000	0	0.
1	0.210000	0	0.
2	0.210000	0	0.
3	0.210000	0	0.
4	0.210000	0	0.
5	0.210000	0	0.
6	0.210000	0	0.
7	0.210000	0	0.
8	0.210000	0	0.
9	0.210000	0	0.
10	0.210000	0	0.
11	0.210000	0	0.
12	0.210000	0	0.
13	0.210000	1	0.015625
14	0.210000	0	0.
15	0.210000	0	0.
16	0.210000	0	0.
17	0.210000	1	0.015625
18	0.210000	0	0.
19	0.210000	0	0.
20	0.210000	0	0.
21	0.210000	1	0.015625
22	0.210000	1	0.015625
23	0.210000	1	0.015625
24	0.210000	0	0.
25	0.210000	3	0.046875
26	0.210000	0	0.
27	0.210000	0	0.
28	0.210000	1	0.015625
29	0.210000	0	0.
30	0.210000	2	0.031250
31	0.210000	1	0.015625
32	0.210000	0	0.
33	0.210000	1	0.015625
34	0.210000	3	0.046875
35	0.210000	1	0.015625
36	0.210000	0	0.
37	0.210000	0	0.
38	0.210000	0	0.
39	0.210000	4	0.062500
40	0.210000	2	0.031250
41	0.210000	1	0.015625
42	0.210000	2	0.031250
43	0.210000	2	0.031250
44	0.210000	4	0.062500
45	0.210000	3	0.046875
46	0.210000	1	0.015625
47	0.210000	1	0.015625
48	0.210000	2	0.031250
49	0.210000	0	0.
50	0.210000	2	0.031250
51	0.210000	5	0.078125
52	0.210000	5	0.078125
53	0.210000	1	0.015625
54	0.210000	5	0.078125
55	0.210000	0	0.
56	0.210000	2	0.031250
57	0.210000	0	0.
58	0.210000	1	0.015625
59	0.210000	0	0.
60	0.210000	2	0.031250
61	0.210000	1	0.015625
62	0.210000	1	0.015625
63	0.210000	0	0.
64	0.210000	0	0.

0	0.220000	0	0.
1	0.220000	0	0.
2	0.220000	0	0.
3	0.220000	0	0.
4	0.220000	0	0.
5	0.220000	0	0.
6	0.220000	0	0.
7	0.220000	0	0.
8	0.220000	0	0.
9	0.220000	1	0.015625
10	0.220000	0	0.
11	0.220000	0	0.
12	0.220000	0	0.
13	0.220000	0	0.
14	0.220000	0	0.
15	0.220000	1	0.015625
16	0.220000	0	0.
17	0.220000	0	0.
18	0.220000	1	0.015625
19	0.220000	1	0.015625
20	0.220000	1	0.015625
21	0.220000	1	0.015625
22	0.220000	1	0.015625
23	0.220000	1	0.015625
24	0.220000	0	0.
25	0.220000	0	0.
26	0.220000	1	0.015625
27	0.220000	1	0.015625
28	0.220000	1	0.015625
29	0.220000	1	0.015625
30	0.220000	1	0.015625
31	0.220000	2	0.031250
32	0.220000	1	0.015625
33	0.220000	1	0.015625
34	0.220000	0	0.
35	0.220000	0	0.
36	0.220000	1	0.015625
37	0.220000	1	0.015625
38	0.220000	3	0.046875
39	0.220000	2	0.031250
40	0.220000	4	0.062500
41	0.220000	2	0.031250
42	0.220000	4	0.062500
43	0.220000	2	0.031250
44	0.220000	0	0.
45	0.220000	1	0.015625
46	0.220000	2	0.031250
47	0.220000	2	0.031250
48	0.220000	1	0.015625
49	0.220000	2	0.031250
50	0.220000	4	0.062500
51	0.220000	5	0.078125
52	0.220000	1	0.015625
53	0.220000	3	0.046875
54	0.220000	1	0.015625
55	0.220000	1	0.015625
56	0.220000	1	0.015625
57	0.220000	0	0.
58	0.220000	2	0.031250
59	0.220000	1	0.015625
60	0.220000	1	0.015625
61	0.220000	0	0.
62	0.220000	0	0.
63	0.220000	0	0.
64	0.220000	0	0.

0	0.230000	0	0.
1	0.230000	0	0.
2	0.230000	0	0.
3	0.230000	0	0.
4	0.230000	0	0.
5	0.230000	0	0.
6	0.230000	0	0.
7	0.230000	1	0.015625
8	0.230000	0	0.
9	0.230000	0	0.
10	0.230000	0	0.
11	0.230000	0	0.
12	0.230000	0	0.
13	0.230000	0	0.
14	0.230000	0	0.
15	0.230000	3	0.046875
16	0.230000	0	0.
17	0.230000	0	0.
18	0.230000	0	0.
19	0.230000	2	0.031250
20	0.230000	0	0.
21	0.230000	2	0.031250
22	0.230000	1	0.015625
23	0.230000	1	0.015625
24	0.230000	2	0.031250
25	0.230000	0	0.
26	0.230000	1	0.015625
27	0.230000	0	0.
28	0.230000	1	0.015625
29	0.230000	1	0.015625
30	0.230000	1	0.015625
31	0.230000	1	0.015625
32	0.230000	0	0.
33	0.230000	0	0.
34	0.230000	2	0.031250
35	0.230000	3	0.046875
36	0.230000	2	0.031250
37	0.230000	2	0.031250
38	0.230000	1	0.015625
39	0.230000	4	0.062500
40	0.230000	3	0.046875
41	0.230000	1	0.015625
42	0.230000	3	0.046875
43	0.230000	0	0.
44	0.230000	1	0.015625
45	0.230000	4	0.062500
46	0.230000	1	0.015625
47	0.230000	1	0.015625
48	0.230000	2	0.031250
49	0.230000	6	0.093750
50	0.230000	0	0.
51	0.230000	3	0.046875
52	0.230000	0	0.
53	0.230000	3	0.046875
54	0.230000	0	0.
55	0.230000	0	0.
56	0.230000	1	0.015625
57	0.230000	2	0.031250
58	0.230000	1	0.015625
59	0.230000	0	0.
60	0.230000	1	0.015625
61	0.230000	0	0.
62	0.230000	0	0.
63	0.230000	0	0.
64	0.230000	0	0.

0	0.240000	0	0.
1	0.240000	0	0.
2	0.240000	0	0.
3	0.240000	0	0.
4	0.240000	0	0.
5	0.240000	1	0.015625
6	0.240000	0	0.
7	0.240000	0	0.
8	0.240000	1	0.015625
9	0.240000	0	0.
10	0.240000	0	0.
11	0.240000	0	0.
12	0.240000	1	0.015625
13	0.240000	0	0.
14	0.240000	1	0.015625
15	0.240000	0	0.
16	0.240000	0	0.
17	0.240000	1	0.015625
18	0.240000	2	0.031250
19	0.240000	2	0.031250
20	0.240000	0	0.
21	0.240000	1	0.015625
22	0.240000	3	0.046875
23	0.240000	0	0.
24	0.240000	0	0.
25	0.240000	0	0.
26	0.240000	2	0.031250
27	0.240000	2	0.031250
28	0.240000	1	0.015625
29	0.240000	0	0.
30	0.240000	1	0.015625
31	0.240000	2	0.031250
32	0.240000	3	0.046875
33	0.240000	3	0.046875
34	0.240000	2	0.031250
35	0.240000	2	0.031250
36	0.240000	3	0.046875
37	0.240000	1	0.015625
38	0.240000	0	0.
39	0.240000	1	0.015625
40	0.240000	3	0.046875
41	0.240000	1	0.015625
42	0.240000	1	0.015625
43	0.240000	3	0.046875
44	0.240000	2	0.031250
45	0.240000	1	0.015625
46	0.240000	3	0.046875
47	0.240000	2	0.031250
48	0.240000	2	0.031250
49	0.240000	3	0.046875
50	0.240000	1	0.015625
51	0.240000	1	0.015625
52	0.240000	0	0.
53	0.240000	0	0.
54	0.240000	2	0.031250
55	0.240000	1	0.015625
56	0.240000	0	0.
57	0.240000	2	0.031250
58	0.240000	0	0.
59	0.240000	0	0.
60	0.240000	0	0.
61	0.240000	0	0.
62	0.240000	0	0.
63	0.240000	0	0.
64	0.240000	0	0.

0	0.250000	0	0.
1	0.250000	0	0.
2	0.250000	0	0.
3	0.250000	0	0.
4	0.250000	1	0.015625
5	0.250000	0	0.
6	0.250000	1	0.015625
7	0.250000	0	0.
8	0.250000	0	0.
9	0.250000	1	0.015625
10	0.250000	0	0.
11	0.250000	0	0.
12	0.250000	0	0.
13	0.250000	1	0.015625
14	0.250000	1	0.015625
15	0.250000	0	0.
16	0.250000	0	0.
17	0.250000	1	0.015625
18	0.250000	3	0.046875
19	0.250000	0	0.
20	0.250000	1	0.015625
21	0.250000	1	0.015625
22	0.250000	2	0.031250
23	0.250000	2	0.031250
24	0.250000	0	0.
25	0.250000	1	0.015625
26	0.250000	3	0.046875
27	0.250000	1	0.015625
28	0.250000	1	0.015625
29	0.250000	2	0.031250
30	0.250000	5	0.078125
31	0.250000	3	0.046875
32	0.250000	1	0.015625
33	0.250000	2	0.031250
34	0.250000	1	0.015625
35	0.250000	1	0.015625
36	0.250000	0	0.
37	0.250000	5	0.078125
38	0.250000	1	0.015625
39	0.250000	2	0.031250
40	0.250000	1	0.015625
41	0.250000	0	0.
42	0.250000	1	0.015625
43	0.250000	2	0.031250
44	0.250000	3	0.046875
45	0.250000	0	0.
46	0.250000	1	0.015625
47	0.250000	4	0.062500
48	0.250000	0	0.
49	0.250000	3	0.046875
50	0.250000	0	0.
51	0.250000	1	0.015625
52	0.250000	0	0.
53	0.250000	0	0.
54	0.250000	2	0.031250
55	0.250000	1	0.015625
56	0.250000	1	0.015625
57	0.250000	0	0.
58	0.250000	0	0.
59	0.250000	0	0.
60	0.250000	0	0.
61	0.250000	0	0.
62	0.250000	0	0.
63	0.250000	0	0.
64	0.250000	0	0.

0	0.260000	0	0.
1	0.260000	0	0.
2	0.260000	0	0.
3	0.260000	1	0.015625
4	0.260000	1	0.015625
5	0.260000	0	0.
6	0.260000	0	0.
7	0.260000	1	0.015625
8	0.260000	0	0.
9	0.260000	0	0.
10	0.260000	0	0.
11	0.260000	1	0.015625
12	0.260000	0	0.
13	0.260000	1	0.015625
14	0.260000	1	0.015625
15	0.260000	2	0.031250
16	0.260000	2	0.031250
17	0.260000	0	0.
18	0.260000	1	0.015625
19	0.260000	1	0.015625
20	0.260000	3	0.046875
21	0.260000	0	0.
22	0.260000	0	0.
23	0.260000	1	0.015625
24	0.260000	1	0.015625
25	0.260000	3	0.046875
26	0.260000	2	0.031250
27	0.260000	2	0.031250
28	0.260000	3	0.046875
29	0.260000	4	0.062500
30	0.260000	1	0.015625
31	0.260000	3	0.046875
32	0.260000	0	0.
33	0.260000	0	0.
34	0.260000	1	0.015625
35	0.260000	4	0.062500
36	0.260000	1	0.015625
37	0.260000	3	0.046875
38	0.260000	1	0.015625
39	0.260000	2	0.031250
40	0.260000	1	0.015625
41	0.260000	0	0.
42	0.260000	2	0.031250
43	0.260000	1	0.015625
44	0.260000	1	0.015625
45	0.260000	2	0.031250
46	0.260000	3	0.046875
47	0.260000	3	0.046875
48	0.260000	1	0.015625
49	0.260000	0	0.
50	0.260000	1	0.015625
51	0.260000	0	0.
52	0.260000	0	0.
53	0.260000	1	0.015625
54	0.260000	1	0.015625
55	0.260000	0	0.
56	0.260000	0	0.
57	0.260000	0	0.
58	0.260000	0	0.
59	0.260000	0	0.
60	0.260000	0	0.
61	0.260000	0	0.
62	0.260000	0	0.
63	0.260000	0	0.
64	0.260000	0	0.

0	0.270000	0	0.
1	0.270000	0	0.
2	0.270000	0	0.
3	0.270000	2	0.031250
4	0.270000	0	0.
5	0.270000	1	0.015625
6	0.270000	0	0.
7	0.270000	0	0.
8	0.270000	0	0.
9	0.270000	2	0.031250
10	0.270000	0	0.
11	0.270000	0	0.
12	0.270000	0	0.
13	0.270000	2	0.031250
14	0.270000	2	0.031250
15	0.270000	1	0.015625
16	0.270000	2	0.031250
17	0.270000	1	0.015625
18	0.270000	2	0.031250
19	0.270000	1	0.015625
20	0.270000	1	0.015625
21	0.270000	2	0.031250
22	0.270000	1	0.015625
23	0.270000	1	0.015625
24	0.270000	1	0.015625
25	0.270000	3	0.046875
26	0.270000	4	0.062500
27	0.270000	1	0.015625
28	0.270000	2	0.031250
29	0.270000	1	0.015625
30	0.270000	2	0.031250
31	0.270000	0	0.
32	0.270000	1	0.015625
33	0.270000	3	0.046875
34	0.270000	3	0.046875
35	0.270000	3	0.046875
36	0.270000	2	0.031250
37	0.270000	1	0.015625
38	0.270000	2	0.031250
39	0.270000	0	0.
40	0.270000	1	0.015625
41	0.270000	1	0.015625
42	0.270000	2	0.031250
43	0.270000	1	0.015625
44	0.270000	1	0.015625
45	0.270000	3	0.046875
46	0.270000	3	0.046875
47	0.270000	0	0.
48	0.270000	0	0.
49	0.270000	0	0.
50	0.270000	0	0.
51	0.270000	0	0.
52	0.270000	1	0.015625
53	0.270000	0	0.
54	0.270000	1	0.015625
55	0.270000	0	0.
56	0.270000	0	0.
57	0.270000	0	0.
58	0.270000	0	0.
59	0.270000	0	0.
60	0.270000	0	0.
61	0.270000	0	0.
62	0.270000	0	0.
63	0.270000	0	0.
64	0.270000	0	0.

0	0.280000	0	0.
1	0.280000	0	0.
2	0.280000	2	0.031250
3	0.280000	0	0.
4	0.280000	0	0.
5	0.280000	1	0.015625
6	0.280000	1	0.015625
7	0.280000	0	0.
8	0.280000	1	0.015625
9	0.280000	0	0.
10	0.280000	0	0.
11	0.280000	2	0.031250
12	0.280000	0	0.
13	0.280000	1	0.015625
14	0.280000	2	0.031250
15	0.280000	3	0.046875
16	0.280000	4	0.062500
17	0.280000	2	0.031250
18	0.280000	0	0.
19	0.280000	1	0.015625
20	0.280000	0	0.
21	0.280000	2	0.031250
22	0.280000	2	0.031250
23	0.280000	2	0.031250
24	0.280000	2	0.031250
25	0.280000	3	0.046875
26	0.280000	1	0.015625
27	0.280000	2	0.031250
28	0.280000	1	0.015625
29	0.280000	1	0.015625
30	0.280000	1	0.015625
31	0.280000	3	0.046875
32	0.280000	3	0.046875
33	0.280000	4	0.062500
34	0.280000	3	0.046875
35	0.280000	1	0.015625
36	0.280000	0	0.
37	0.280000	0	0.
38	0.280000	0	0.
39	0.280000	2	0.031250
40	0.280000	3	0.046875
41	0.280000	0	0.
42	0.280000	1	0.015625
43	0.280000	1	0.015625
44	0.280000	3	0.046875
45	0.280000	1	0.015625
46	0.280000	0	0.
47	0.280000	1	0.015625
48	0.280000	0	0.
49	0.280000	0	0.
50	0.280000	0	0.
51	0.280000	1	0.015625
52	0.280000	0	0.
53	0.280000	0	0.
54	0.280000	0	0.
55	0.280000	0	0.
56	0.280000	0	0.
57	0.280000	0	0.
58	0.280000	0	0.
59	0.280000	0	0.
60	0.280000	0	0.
61	0.280000	0	0.
62	0.280000	0	0.
63	0.280000	0	0.
64	0.280000	0	0.

0	0.290000	0	0.
1	0.290000	2	0.031250
2	0.290000	0	0.
3	0.290000	0	0.
4	0.290000	0	0.
5	0.290000	1	0.015625
6	0.290000	1	0.015625
7	0.290000	0	0.
8	0.290000	1	0.015625
9	0.290000	1	0.015625
10	0.290000	1	0.015625
11	0.290000	2	0.031250
12	0.290000	3	0.046875
13	0.290000	2	0.031250
14	0.290000	3	0.046875
15	0.290000	2	0.031250
16	0.290000	0	0.
17	0.290000	0	0.
18	0.290000	1	0.015625
19	0.290000	1	0.015625
20	0.290000	4	0.062500
21	0.290000	0	0.
22	0.290000	3	0.046875
23	0.290000	2	0.031250
24	0.290000	1	0.015625
25	0.290000	4	0.062500
26	0.290000	2	0.031250
27	0.290000	1	0.015625
28	0.290000	2	0.031250
29	0.290000	1	0.015625
30	0.290000	1	0.015625
31	0.290000	4	0.062500
32	0.290000	4	0.062500
33	0.290000	0	0.
34	0.290000	1	0.015625
35	0.290000	0	0.
36	0.290000	1	0.015625
37	0.290000	0	0.
38	0.290000	3	0.046875
39	0.290000	0	0.
40	0.290000	1	0.015625
41	0.290000	2	0.031250
42	0.290000	2	0.031250
43	0.290000	1	0.015625
44	0.290000	2	0.031250
45	0.290000	0	0.
46	0.290000	0	0.
47	0.290000	0	0.
48	0.290000	1	0.015625
49	0.290000	0	0.
50	0.290000	0	0.
51	0.290000	0	0.
52	0.290000	0	0.
53	0.290000	0	0.
54	0.290000	0	0.
55	0.290000	0	0.
56	0.290000	0	0.
57	0.290000	0	0.
58	0.290000	0	0.
59	0.290000	0	0.
60	0.290000	0	0.
61	0.290000	0	0.
62	0.290000	0	0.
63	0.290000	0	0.
64	0.290000	0	0.

0	0.300000	0	0.
1	0.300000	2	0.031250
2	0.300000	0	0.
3	0.300000	0	0.
4	0.300000	0	0.
5	0.300000	1	0.015625
6	0.300000	1	0.015625
7	0.300000	1	0.015625
8	0.300000	2	0.031250
9	0.300000	2	0.031250
10	0.300000	1	0.015625
11	0.300000	2	0.031250
12	0.300000	4	0.062500
13	0.300000	1	0.015625
14	0.300000	2	0.031250
15	0.300000	1	0.015625
16	0.300000	2	0.031250
17	0.300000	0	0.
18	0.300000	1	0.015625
19	0.300000	2	0.031250
20	0.300000	3	0.046875
21	0.300000	1	0.015625
22	0.300000	3	0.046875
23	0.300000	3	0.046875
24	0.300000	3	0.046875
25	0.300000	1	0.015625
26	0.300000	1	0.015625
27	0.300000	4	0.062500
28	0.300000	1	0.015625
29	0.300000	2	0.031250
30	0.300000	3	0.046875
31	0.300000	1	0.015625
32	0.300000	0	0.
33	0.300000	2	0.031250
34	0.300000	1	0.015625
35	0.300000	0	0.
36	0.300000	1	0.015625
37	0.300000	0	0.
38	0.300000	1	0.015625
39	0.300000	1	0.015625
40	0.300000	3	0.046875
41	0.300000	2	0.031250
42	0.300000	0	0.
43	0.300000	0	0.
44	0.300000	1	0.015625
45	0.300000	0	0.
46	0.300000	0	0.
47	0.300000	1	0.015625
48	0.300000	0	0.
49	0.300000	0	0.
50	0.300000	0	0.
51	0.300000	0	0.
52	0.300000	0	0.
53	0.300000	0	0.
54	0.300000	0	0.
55	0.300000	0	0.
56	0.300000	0	0.
57	0.300000	0	0.
58	0.300000	0	0.
59	0.300000	0	0.
60	0.300000	0	0.
61	0.300000	0	0.
62	0.300000	0	0.
63	0.300000	0	0.
64	0.300000	0	0.

0	0.310000	0	0.
1	0.310000	2	0.031250
2	0.310000	0	0.
3	0.310000	0	0.
4	0.310000	2	0.031250
5	0.310000	1	0.015625
6	0.310000	2	0.031250
7	0.310000	3	0.046875
8	0.310000	0	0.
9	0.310000	0	0.
10	0.310000	1	0.015625
11	0.310000	4	0.062500
12	0.310000	3	0.046875
13	0.310000	2	0.031250
14	0.310000	1	0.015625
15	0.310000	2	0.031250
16	0.310000	2	0.031250
17	0.310000	2	0.031250
18	0.310000	0	0.
19	0.310000	3	0.046875
20	0.310000	3	0.046875
21	0.310000	3	0.046875
22	0.310000	2	0.031250
23	0.310000	2	0.031250
24	0.310000	0	0.
25	0.310000	1	0.015625
26	0.310000	7	0.109375
27	0.310000	1	0.015625
28	0.310000	0	0.
29	0.310000	2	0.031250
30	0.310000	1	0.015625
31	0.310000	1	0.015625
32	0.310000	1	0.015625
33	0.310000	1	0.015625
34	0.310000	0	0.
35	0.310000	0	0.
36	0.310000	1	0.015625
37	0.310000	3	0.046875
38	0.310000	1	0.015625
39	0.310000	2	0.031250
40	0.310000	1	0.015625
41	0.310000	1	0.015625
42	0.310000	0	0.
43	0.310000	0	0.
44	0.310000	0	0.
45	0.310000	0	0.
46	0.310000	0	0.
47	0.310000	0	0.
48	0.310000	0	0.
49	0.310000	0	0.
50	0.310000	0	0.
51	0.310000	0	0.
52	0.310000	0	0.
53	0.310000	0	0.
54	0.310000	0	0.
55	0.310000	0	0.
56	0.310000	0	0.
57	0.310000	0	0.
58	0.310000	0	0.
59	0.310000	0	0.
60	0.310000	0	0.
61	0.310000	0	0.
62	0.310000	0	0.
63	0.310000	0	0.
64	0.310000	0	0.

0	0.320000	0	0.
1	0.320000	2	0.031250
2	0.320000	0	0.
3	0.320000	0	0.
4	0.320000	2	0.031250
5	0.320000	2	0.031250
6	0.320000	2	0.031250
7	0.320000	2	0.031250
8	0.320000	0	0.
9	0.320000	1	0.015625
10	0.320000	2	0.031250
11	0.320000	6	0.093750
12	0.320000	2	0.031250
13	0.320000	2	0.031250
14	0.320000	2	0.031250
15	0.320000	1	0.015625
16	0.320000	1	0.015625
17	0.320000	3	0.046875
18	0.320000	0	0.
19	0.320000	5	0.078125
20	0.320000	4	0.062500
21	0.320000	0	0.
22	0.320000	4	0.062500
23	0.320000	2	0.031250
24	0.320000	1	0.015625
25	0.320000	3	0.046875
26	0.320000	2	0.031250
27	0.320000	0	0.
28	0.320000	0	0.
29	0.320000	2	0.031250
30	0.320000	1	0.015625
31	0.320000	1	0.015625
32	0.320000	0	0.
33	0.320000	3	0.046875
34	0.320000	0	0.
35	0.320000	2	0.031250
36	0.320000	1	0.015625
37	0.320000	1	0.015625
38	0.320000	2	0.031250
39	0.320000	0	0.
40	0.320000	0	0.
41	0.320000	0	0.
42	0.320000	0	0.
43	0.320000	0	0.
44	0.320000	0	0.
45	0.320000	0	0.
46	0.320000	0	0.
47	0.320000	0	0.
48	0.320000	0	0.
49	0.320000	0	0.
50	0.320000	0	0.
51	0.320000	0	0.
52	0.320000	0	0.
53	0.320000	0	0.
54	0.320000	0	0.
55	0.320000	0	0.
56	0.320000	0	0.
57	0.320000	0	0.
58	0.320000	0	0.
59	0.320000	0	0.
60	0.320000	0	0.
61	0.320000	0	0.
62	0.320000	0	0.
63	0.320000	0	0.
64	0.320000	0	0.

0	0.330000	0	0.
1	0.330000	2	0.031250
2	0.330000	0	0.
3	0.330000	1	0.015625
4	0.330000	2	0.031250
5	0.330000	3	0.046875
6	0.330000	1	0.015625
7	0.330000	1	0.015625
8	0.330000	2	0.031250
9	0.330000	3	0.046875
10	0.330000	3	0.046875
11	0.330000	1	0.015625
12	0.330000	2	0.031250
13	0.330000	4	0.062500
14	0.330000	2	0.031250
15	0.330000	2	0.031250
16	0.330000	2	0.031250
17	0.330000	1	0.015625
18	0.330000	2	0.031250
19	0.330000	2	0.031250
20	0.330000	3	0.046875
21	0.330000	8	0.125000
22	0.330000	1	0.015625
23	0.330000	2	0.031250
24	0.330000	0	0.
25	0.330000	1	0.015625
26	0.330000	0	0.
27	0.330000	2	0.031250
28	0.330000	0	0.
29	0.330000	2	0.031250
30	0.330000	1	0.015625
31	0.330000	1	0.015625
32	0.330000	0	0.
33	0.330000	3	0.046875
34	0.330000	2	0.031250
35	0.330000	1	0.015625
36	0.330000	0	0.
37	0.330000	0	0.
38	0.330000	1	0.015625
39	0.330000	0	0.
40	0.330000	0	0.
41	0.330000	0	0.
42	0.330000	0	0.
43	0.330000	0	0.
44	0.330000	0	0.
